annee,profession_sante,region,departement,hono_sans_depassement_moyens
2021,Gynécologues médicaux et obstétriciens,3,999,693435
2018,Stomatologues,2,972,0
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),75,999,172426
2021,Cardiologues,27,89,271901
2022,Ensemble des auxiliaires médicaux,11,91,79242
2018,Autres médecins,32,62,195548
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),75,40,144269
2014,Médecins pathologistes,84,38,330909
2019,Orthophonistes,75,24,48848
2012,Endocrinologues,3,973,0
2012,Ensemble des médecins généralistes,27,58,166297
2021,Psychiatres,2,999,267330
2011,Dermatologues,32,999,157185
2020,Masseurs-kinésithérapeutes,3,999,85393
2010,Radiothérapeutes,6,976,0
2020,Stomatologues,75,999,211555
2014,Infirmiers,28,61,83338
2014,Autres médecins,11,75,70032
2017,Endocrinologues,84,38,89649
2010,Ophtalmologues,27,999,257830
2013,Ensemble des médecins,44,55,196868
2015,Ensemble des médecins généralistes,84,74,123673
2019,Pédiatres,75,33,129920
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,18,149018
2013,Rhumatologues,52,44,161405
2014,Pédiatres,84,999,131252
2010,Cardiologues,11,95,219276
2011,Neurologues,27,25,122257
2019,Cardiologues,93,04,292420
2018,Pédiatres,84,73,137580
2014,Pédicures-podologues,11,92,621
2013,Stomatologues,93,999,119225
2014,Anesthésistes-réanimateurs,75,16,287006
2017,Dermatologues,32,59,160820
2021,Orthophonistes,44,68,53121
2015,Ophtalmologues,3,973,184927
2021,Stomatologues,3,973,0
2020,Orthophonistes,44,51,45978
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),75,40,172967
2014,Médecins généralistes à expertise particulière (MEP),4,999,217784
2014,Pédicures-podologues,6,976,0
2019,Infirmiers,27,89,82819
2019,Cardiologues,27,999,331288
2020,Ensemble des chirurgiens-dentistes,27,70,173432
2012,Cardiologues,24,37,288593
2018,Radiologues,76,12,401998
2015,Médecins nucléaires,44,55,0
2014,Médecins pathologistes,84,42,323079
2013,Pneumologues,11,95,186959
2015,Oto-rhino-laryngologistes,2,972,155257
2019,Pédiatres,11,92,113511
2019,Radiologues,75,17,509669
2013,Psychiatres,2,972,178876
2019,Cardiologues,4,974,437826
2018,Ensemble des médecins généralistes,1,999,194034
2022,Autres médecins,93,06,147001
2015,Sages-femmes,84,63,46973
2012,Gynécologues médicaux et obstétriciens,24,28,124899
2020,Ensemble des médecins généralistes,94,2B,181625
2022,Masseurs-kinésithérapeutes,84,43,83101
2021,Médecins nucléaires,84,69,1300835
2022,Infirmiers,3,999,151530
2015,Psychiatres,24,37,127242
2021,Cardiologues,84,03,305864
2011,Endocrinologues,75,23,0
2018,Néphrologues,11,91,338830
2022,Sages-femmes,99,999,68659
2022,Chirurgiens,76,66,342983
2011,Médecins généralistes à expertise particulière (MEP),2,999,174191
2015,Médecins généralistes à expertise particulière (MEP),11,77,159259
2018,Pneumologues,4,974,313694
2016,Ophtalmologues,24,999,337116
2021,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,69,138769
2013,Radiologues,44,67,486890
2014,Masseurs-kinésithérapeutes,44,52,97878
2010,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),6,999,0
2020,Ensemble des médecins,84,73,168149
2010,Médecins nucléaires,53,999,847781
2018,Pneumologues,6,976,0
2013,Oto-rhino-laryngologistes,6,999,0
2019,Neurologues,44,55,0
2020,Pédicures-podologues,52,72,3474
2014,Autres médecins,75,33,164310
2019,Ensemble des auxiliaires médicaux,11,92,66195
2015,Ensemble des auxiliaires médicaux,24,28,71211
2012,Ensemble des chirurgiens-dentistes,76,48,152087
2011,Chirurgiens,52,53,256347
2021,Médecins pathologistes,27,58,0
2013,Rhumatologues,44,54,251915
2014,Oto-rhino-laryngologistes,6,976,0
2022,Stomatologues,99,999,242770
2019,Masseurs-kinésithérapeutes,93,04,74127
2022,Masseurs-kinésithérapeutes,75,19,89404
2015,Ensemble des médecins,93,05,156670
2013,Ophtalmologues,76,82,367495
2022,Pédiatres,75,40,145629
2010,Anesthésistes-réanimateurs,2,999,257197
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,60,191639
2020,Néphrologues,27,25,0
2014,Radiologues,11,93,631258
2018,Hépato-gastro-entérologues,32,999,278699
2014,Pédicures-podologues,44,54,3785
2014,Chirurgiens,11,94,173421
2012,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,07,124790
2019,Ensemble des médecins généralistes,44,999,181921
2012,Infirmiers,84,42,73131
2016,Ensemble des auxiliaires médicaux,27,70,76788
2021,Pédiatres,93,83,138678
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),75,33,162794
2022,Médecins vasculaires,2,999,368093
2011,Pédiatres,76,12,106675
2014,Stomatologues,84,69,128862
2018,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,80,366221
2011,Médecins généralistes (hors médecins à expertise particulière - MEP),27,90,138416
2010,Sages-femmes,93,999,50960
2022,Pédiatres,76,66,122369
2022,Infirmiers,44,67,107371
2010,Médecins nucléaires,52,53,0
2012,Ensemble des médecins spécialistes (hors généralistes),84,38,199031
2018,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,25,151603
2013,Ensemble des médecins généralistes,27,90,148444
2021,Cardiologues,27,999,335988
2011,Ophtalmologues,52,49,338498
2020,Médecins généralistes à expertise particulière (MEP),11,91,176170
2020,Orthophonistes,75,79,43632
2015,Chirurgiens,27,999,241504
2021,Hépato-gastro-entérologues,32,80,367119
2021,Cardiologues,44,51,452676
2015,Autres médecins,93,83,168656
2021,Gynécologues médicaux et obstétriciens,93,999,206283
2013,Oto-rhino-laryngologistes,11,77,142978
2011,Ensemble des médecins généralistes,84,01,134341
2011,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),28,76,226084
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,07,127125
2014,Gynécologues médicaux et obstétriciens,75,16,209989
2010,Médecins nucléaires,24,28,0
2016,Gynécologues médicaux et obstétriciens,75,79,203620
2011,Orthoptistes,76,09,39265
2018,Cardiologues,52,72,398806
2010,Chirurgiens,1,999,182494
2013,Ensemble des médecins généralistes,76,30,145147
2020,Pneumologues,24,37,257099
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),84,43,149083
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),24,18,174433
2013,Pneumologues,76,30,208099
2015,Masseurs-kinésithérapeutes,11,78,74140
2016,Ensemble des chirurgiens-dentistes,75,79,160502
2018,Médecins généralistes à expertise particulière (MEP),99,999,161100
2017,Orthophonistes,75,16,52076
2010,Endocrinologues,75,23,0
2010,Masseurs-kinésithérapeutes,75,87,85424
2010,Masseurs-kinésithérapeutes,11,75,55276
2018,Rhumatologues,75,999,187704
2015,Psychiatres,93,06,116019
2010,Masseurs-kinésithérapeutes,28,61,84061
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),4,999,161334
2013,Dermatologues,6,976,0
2020,Pneumologues,75,47,230952
2011,Pneumologues,75,19,199488
2010,Anesthésistes-réanimateurs,84,73,230132
2022,Anesthésistes-réanimateurs,24,45,378539
2014,Hépato-gastro-entérologues,28,50,269849
2019,Autres médecins,53,29,158981
2016,Ensemble des médecins,76,12,181089
2012,Ophtalmologues,76,30,253994
2022,Pédiatres,75,17,136744
2018,Orthophonistes,11,78,52792
2021,Ensemble des médecins spécialistes (hors généralistes),94,2A,300333
2019,Ensemble des auxiliaires médicaux,6,976,127194
2013,Ensemble des médecins généralistes,32,62,183077
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),11,94,183526
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),76,11,173249
2017,Anesthésistes-réanimateurs,11,78,310947
2018,Sages-femmes,44,57,66490
2010,Radiologues,44,10,688521
2022,Endocrinologues,4,999,141171
2013,Médecins pathologistes,76,66,503819
2013,Médecins pathologistes,44,67,443703
2012,Pédicures-podologues,84,63,1136
2018,Masseurs-kinésithérapeutes,44,57,87583
2011,Psychiatres,44,68,102587
2013,Psychiatres,27,21,121180
2011,Ophtalmologues,52,53,264195
2014,Radiothérapeutes,84,74,826051
2017,Psychiatres,52,85,151898
2022,Oto-rhino-laryngologistes,44,68,222299
2013,Radiologues,76,34,488386
2020,Autres médecins,93,06,168701
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),44,88,189832
2015,Rhumatologues,84,74,113588
2018,Allergologues,76,48,0
2017,Ensemble des médecins,44,999,227108
2014,Neurologues,11,999,162181
2020,Ophtalmologues,75,87,396105
2014,Rhumatologues,6,976,0
2017,Gynécologues médicaux et obstétriciens,27,999,194371
2016,Néphrologues,99,999,292853
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),94,2B,182239
2016,Cardiologues,27,39,268158
2011,Gynécologues médicaux et obstétriciens,24,41,185657
2018,Ensemble des médecins spécialistes (hors généralistes),75,17,308218
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),93,999,102570
2018,Chirurgiens,76,11,271775
2010,Ensemble des médecins généralistes,93,84,117613
2011,Masseurs-kinésithérapeutes,44,51,83433
2020,Psychiatres,53,22,247441
2015,Néphrologues,84,43,0
2014,Gynécologues médicaux et obstétriciens,53,999,196592
2018,Ensemble des médecins spécialistes (hors généralistes),75,999,288266
2014,Orthoptistes,11,95,58056
2021,Ensemble des chirurgiens-dentistes,44,51,158491
2018,Pédiatres,75,16,153912
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),24,37,151629
2012,Médecins pathologistes,84,43,0
2012,Ensemble des médecins généralistes,76,66,139026
2010,Pneumologues,27,25,189086
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),44,57,191621
2021,Sages-femmes,32,59,72316
2017,Ensemble des médecins spécialistes (hors généralistes),2,999,266866
2011,Médecins généralistes à expertise particulière (MEP),44,55,131479
2011,Endocrinologues,44,55,0
2022,Radiologues,27,71,471333
2013,Orthophonistes,11,75,49702
2016,Ensemble des chirurgiens-dentistes,76,48,141965
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,91,130717
2015,Anesthésistes-réanimateurs,93,84,267622
2010,Masseurs-kinésithérapeutes,76,999,77740
2016,Dermatologues,27,999,163040
2022,Radiothérapeutes,75,33,2764354
2015,Ophtalmologues,11,75,188003
2022,Gynécologues médicaux et obstétriciens,75,47,240455
2018,Radiologues,84,03,510693
2016,Endocrinologues,11,93,106244
2011,Masseurs-kinésithérapeutes,84,74,56456
2020,Ensemble des médecins généralistes,84,38,145039
2021,Infirmiers,24,18,96527
2010,Endocrinologues,84,69,59633
2013,Ensemble des médecins,76,31,191152
2014,Pneumologues,76,81,191597
2010,Ensemble des médecins spécialistes (hors généralistes),28,999,259752
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),28,14,165177
2020,Médecins généralistes à expertise particulière (MEP),93,05,149441
2011,Ensemble des médecins spécialistes (hors généralistes),32,59,276368
2011,Orthoptistes,44,88,42787
2011,Anesthésistes-réanimateurs,11,75,202172
2020,Médecins pathologistes,27,70,0
2015,Gynécologues médicaux et obstétriciens,76,66,210080
2013,Orthoptistes,24,41,48364
2010,Médecins nucléaires,24,999,678383
2017,Hépato-gastro-entérologues,4,974,253982
2020,Sages-femmes,93,83,61161
2016,Oto-rhino-laryngologistes,76,30,188932
2012,Ensemble des chirurgiens-dentistes,4,974,156854
2019,Ensemble des médecins spécialistes (hors généralistes),44,68,312071
2013,Néphrologues,84,999,261150
2011,Rhumatologues,11,91,123145
2016,Masseurs-kinésithérapeutes,44,10,88726
2012,Ensemble des médecins,53,999,182515
2017,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,66,128393
2020,Ensemble des auxiliaires médicaux,6,999,127263
2013,Masseurs-kinésithérapeutes,1,999,78172
2015,Médecins pathologistes,44,51,648860
2010,Médecins pathologistes,93,84,323397
2013,Masseurs-kinésithérapeutes,28,50,83909
2017,Sages-femmes,52,999,55951
2014,Médecins nucléaires,11,999,636425
2021,Infirmiers,53,56,90808
2010,Ensemble des médecins,84,42,164385
2011,Néphrologues,11,75,194906
2015,Pédicures-podologues,32,999,3525
2016,Chirurgiens,52,53,276576
2010,Gynécologues médicaux et obstétriciens,44,999,163407
2019,Médecins généralistes à expertise particulière (MEP),11,78,156134
2014,Radiologues,76,09,444387
2021,Infirmiers,27,90,105523
2020,Infirmiers,94,2A,115015
2013,Rhumatologues,28,14,141767
2020,Ensemble des médecins spécialistes (hors généralistes),76,46,173664
2012,Stomatologues,76,48,0
2013,Ensemble des médecins,24,41,203492
2017,Radiothérapeutes,75,23,0
2015,Gynécologues médicaux et obstétriciens,44,52,132908
2014,Pédicures-podologues,11,77,1641
2015,Pédiatres,53,999,118551
2020,Dermatologues,44,999,184703
2010,Anesthésistes-réanimateurs,24,36,319992
2012,Masseurs-kinésithérapeutes,27,70,84297
2011,Hépato-gastro-entérologues,75,33,183245
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),52,53,191706
2020,Anesthésistes-réanimateurs,11,78,310824
2019,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,42,153090
2022,Ophtalmologues,75,87,456365
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),11,95,139043
2021,Hépato-gastro-entérologues,94,2B,488844
2014,Anesthésistes-réanimateurs,84,74,236249
2014,Neurologues,24,999,225013
2019,Hépato-gastro-entérologues,27,21,302924
2011,Chirurgiens,53,999,254722
2017,Gynécologues médicaux et obstétriciens,84,69,144613
2013,Hépato-gastro-entérologues,11,94,149548
2012,Ensemble des auxiliaires médicaux,27,21,71916
2017,Anesthésistes-réanimateurs,76,81,447858
2020,Anesthésistes-réanimateurs,44,67,352179
2022,Sages-femmes,84,73,61420
2012,Chirurgiens,94,999,229306
2022,Médecins vasculaires,93,06,200648
2014,Pédiatres,52,49,127909
2020,Masseurs-kinésithérapeutes,93,04,64101
2015,Dermatologues,27,71,183561
2012,Ensemble des médecins,53,35,181999
2010,Rhumatologues,53,999,177897
2016,Oto-rhino-laryngologistes,52,44,230804
2021,Orthoptistes,1,971,105494
2022,Cardiologues,53,35,188308
2011,Rhumatologues,11,94,102127
2012,Psychiatres,93,13,127903
2010,Ensemble des médecins spécialistes (hors généralistes),93,13,193765
2011,Médecins nucléaires,32,999,958921
2012,Ensemble des médecins généralistes,44,55,163205
2015,Dermatologues,44,51,167324
2019,Stomatologues,11,92,126871
2019,Orthophonistes,76,34,56528
2020,Anesthésistes-réanimateurs,28,999,330080
2021,Médecins généralistes à expertise particulière (MEP),84,01,166676
2012,Pédiatres,75,64,120170
2020,Sages-femmes,27,21,62720
2014,Hépato-gastro-entérologues,76,11,250428
2020,Ensemble des médecins,2,972,222563
2017,Infirmiers,32,02,88999
2011,Ensemble des médecins,75,86,174891
2022,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),84,63,138255
2012,Orthophonistes,84,38,47810
2012,Ensemble des médecins généralistes,27,71,138595
2015,Radiothérapeutes,52,999,2230076
2018,Oto-rhino-laryngologistes,76,46,140878
2019,Infirmiers,94,999,115083
2010,Sages-femmes,75,24,47878
2016,Rhumatologues,84,999,134630
2012,Psychiatres,84,999,105414
2019,Allergologues,11,92,102619
2014,Dermatologues,52,44,144564
2016,Oto-rhino-laryngologistes,6,976,0
2018,Endocrinologues,27,999,116036
2019,Ensemble des chirurgiens-dentistes,75,40,132380
2012,Pédicures-podologues,6,999,0
2015,Ensemble des auxiliaires médicaux,53,999,67788
2015,Ensemble des médecins,24,37,201736
2015,Ophtalmologues,44,88,303368
2011,Ensemble des médecins spécialistes (hors généralistes),11,75,127236
2018,Infirmiers,27,71,78770
2015,Gynécologues médicaux et obstétriciens,75,87,147220
2013,Cardiologues,44,88,338708
2012,Ensemble des chirurgiens-dentistes,76,11,121971
2018,Oto-rhino-laryngologistes,94,999,165377
2021,Infirmiers,84,15,91073
2016,Ensemble des chirurgiens-dentistes,11,75,92130
2017,Médecins généralistes (hors médecins à expertise particulière - MEP),93,999,151513
2019,Ensemble des auxiliaires médicaux,11,75,61275
2010,Pédiatres,53,29,120279
2022,Infirmiers,76,46,84107
2021,Médecins généralistes à expertise particulière (MEP),84,07,152387
2016,Neurologues,11,91,186784
2011,Dermatologues,93,999,107839
2016,Neurologues,11,999,188134
2022,Orthophonistes,75,24,46302
2011,Ophtalmologues,32,999,284437
2021,Dermatologues,75,999,173917
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),24,18,147743
2010,Ensemble des auxiliaires médicaux,75,79,66017
2016,Sages-femmes,32,80,54551
2019,Autres médecins,27,21,191709
2015,Radiologues,28,999,548565
2019,Rhumatologues,76,11,175763
2019,Orthophonistes,44,54,56137
2015,Psychiatres,76,32,83780
2016,Dermatologues,44,10,125172
2015,Chirurgiens,44,51,276383
2021,Hépato-gastro-entérologues,24,28,329323
2019,Endocrinologues,76,48,0
2015,Pneumologues,94,999,197327
2010,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,30,128036
2021,Gynécologues médicaux et obstétriciens,11,91,261754
2019,Gynécologues médicaux et obstétriciens,11,75,122960
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,30,121386
2018,Ensemble des auxiliaires médicaux,75,19,84055
2022,Ensemble des médecins,84,15,232702
2021,Orthophonistes,99,999,54048
2011,Cardiologues,75,24,209699
2018,Masseurs-kinésithérapeutes,84,42,82462
2019,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),24,41,186699
2016,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),32,02,161361
2017,Rhumatologues,4,974,183500
2013,Chirurgiens,76,34,256616
2010,Endocrinologues,24,37,71603
2013,Stomatologues,76,34,118433
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),27,25,144419
2022,Médecins nucléaires,44,999,825325
2010,Neurologues,6,976,0
2015,Pneumologues,2,972,305137
2013,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),76,66,148668
2017,Pneumologues,75,19,202276
2013,Ensemble des médecins généralistes,44,52,168145
2021,Médecins généralistes (hors médecins à expertise particulière - MEP),32,60,204838
2017,Radiologues,27,999,498040
2011,Ensemble des auxiliaires médicaux,24,41,65980
2017,Sages-femmes,76,999,51952
2014,Infirmiers,53,22,80677
2015,Psychiatres,76,11,139691
2022,Médecins généralistes à expertise particulière (MEP),44,999,206582
2016,Ensemble des auxiliaires médicaux,53,29,70832
2021,Radiologues,24,45,513303
2016,Masseurs-kinésithérapeutes,93,999,89917
2011,Ensemble des médecins spécialistes (hors généralistes),76,46,198939
2022,Anesthésistes-réanimateurs,76,48,0
2013,Masseurs-kinésithérapeutes,93,999,88050
2021,Ensemble des médecins généralistes,53,22,174121
2015,Infirmiers,52,85,67700
2016,Infirmiers,1,999,119155
2016,Radiologues,52,999,550948
2011,Ensemble des médecins spécialistes (hors généralistes),32,80,316663
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),99,999,165133
2015,Ensemble des médecins spécialistes (hors généralistes),53,999,270239
2014,Ensemble des chirurgiens-dentistes,2,999,129883
2011,Chirurgiens,24,999,257167
2019,Infirmiers,84,63,84058
2011,Ophtalmologues,24,45,300336
2019,Ensemble des chirurgiens-dentistes,24,37,151404
2015,Oto-rhino-laryngologistes,27,71,191029
2018,Hépato-gastro-entérologues,93,13,181764
2017,Oto-rhino-laryngologistes,84,74,179963
2018,Pédiatres,76,999,132722
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),52,72,153627
2015,Anesthésistes-réanimateurs,44,54,317498
2018,Pneumologues,75,33,224442
2016,Médecins généralistes à expertise particulière (MEP),44,68,171290
2018,Chirurgiens,11,91,294804
2016,Médecins généralistes (hors médecins à expertise particulière - MEP),27,89,165773
2016,Chirurgiens,75,47,305577
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),93,83,172792
2011,Ensemble des médecins spécialistes (hors généralistes),75,17,246145
2019,Oto-rhino-laryngologistes,6,976,0
2012,Ensemble des médecins,27,58,207953
2014,Psychiatres,75,87,114977
2017,Oto-rhino-laryngologistes,93,05,247156
2016,Ensemble des chirurgiens-dentistes,28,76,162235
2012,Ophtalmologues,27,39,208338
2014,Radiologues,32,59,535867
2012,Orthophonistes,44,57,55747
2014,Médecins pathologistes,44,51,546190
2021,Gynécologues médicaux et obstétriciens,24,41,295440
2016,Masseurs-kinésithérapeutes,11,999,74343
2016,Masseurs-kinésithérapeutes,76,65,81201
2021,Gynécologues médicaux et obstétriciens,75,17,176514
2019,Médecins pathologistes,24,41,0
2012,Psychiatres,11,92,84340
2015,Neurologues,53,35,168688
2016,Oto-rhino-laryngologistes,44,999,214841
2017,Anesthésistes-réanimateurs,76,66,334116
2011,Ensemble des médecins spécialistes (hors généralistes),52,85,258093
2011,Médecins généralistes à expertise particulière (MEP),11,75,81737
2020,Rhumatologues,28,999,179329
2015,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),6,976,173130
2017,Ensemble des chirurgiens-dentistes,27,39,155792
2014,Ensemble des chirurgiens-dentistes,24,18,140547
2011,Psychiatres,84,63,160359
2018,Infirmiers,2,999,116159
2013,Ensemble des chirurgiens-dentistes,75,47,122350
2015,Anesthésistes-réanimateurs,75,86,324016
2018,Médecins généralistes (hors médecins à expertise particulière - MEP),93,05,134930
2020,Masseurs-kinésithérapeutes,11,78,67093
2010,Oto-rhino-laryngologistes,76,31,185596
2021,Pédicures-podologues,4,974,20037
2016,Stomatologues,44,52,0
2020,Dermatologues,75,64,151649
2018,Médecins nucléaires,11,95,1038370
2019,Masseurs-kinésithérapeutes,75,23,90005
2013,Pneumologues,11,91,158898
2015,Néphrologues,75,79,0
2020,Masseurs-kinésithérapeutes,28,27,81364
2010,Masseurs-kinésithérapeutes,2,999,86711
2012,Ensemble des médecins généralistes,44,68,142027
2016,Orthoptistes,6,976,0
2012,Ensemble des médecins spécialistes (hors généralistes),2,999,233640
2013,Gynécologues médicaux et obstétriciens,84,69,137910
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),76,999,167983
2019,Gynécologues médicaux et obstétriciens,11,91,208737
2018,Pédiatres,76,11,174753
2019,Ensemble des médecins spécialistes (hors généralistes),1,971,345454
2010,Orthoptistes,11,92,49081
2011,Ensemble des médecins généralistes,24,41,151889
2015,Médecins pathologistes,6,976,0
2022,Médecins généralistes (hors médecins à expertise particulière - MEP),27,89,190140
2013,Ophtalmologues,84,999,243386
2015,Dermatologues,28,14,167650
2019,Pédicures-podologues,1,971,3092
2019,Dermatologues,32,62,181505
2018,Gynécologues médicaux et obstétriciens,76,81,217360
2014,Pédiatres,75,87,142741
2010,Ophtalmologues,28,14,289202
2013,Radiologues,11,78,475419
2014,Infirmiers,93,83,92294
2011,Radiologues,75,17,454733
2014,Endocrinologues,11,77,97634
2017,Ensemble des auxiliaires médicaux,32,62,85431
2013,Néphrologues,75,87,0
2014,Chirurgiens,32,80,233405
2020,Ensemble des médecins spécialistes (hors généralistes),84,38,229445
2018,Gynécologues médicaux et obstétriciens,32,80,252347
2013,Hépato-gastro-entérologues,44,54,211334
2021,Oto-rhino-laryngologistes,6,976,0
2014,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),75,64,101466
2015,Ensemble des médecins spécialistes (hors généralistes),75,79,308990
2020,Masseurs-kinésithérapeutes,75,33,72480
2020,Radiothérapeutes,28,61,0
2012,Ensemble des auxiliaires médicaux,84,999,65826
2019,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),84,01,238526
2016,Médecins généralistes à expertise particulière (MEP),75,79,167286
2010,Psychiatres,52,53,150499
2022,Ensemble des chirurgiens-dentistes,93,06,123121
2022,Stomatologues,76,66,329310
2018,Médecins vasculaires,53,22,0
2017,Médecins nucléaires,28,999,1214538
2022,Allergologues,2,999,0
2018,Pédicures-podologues,28,76,4700
2020,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),32,999,271451
2013,Médecins généralistes à expertise particulière (MEP),76,09,134765
2021,Sages-femmes,3,999,82589
2015,Anesthésistes-réanimateurs,24,37,408122
2017,Ensemble des chirurgiens-dentistes,44,67,136283
2010,Orthoptistes,93,06,41920
2019,Dermatologues,28,76,139969
2019,Médecins généralistes (hors médecins à expertise particulière - MEP),84,43,153130
2011,Ensemble des chirurgiens-dentistes,27,58,139013
2018,Ensemble des médecins,84,07,205953
2022,Médecins généralistes à expertise particulière (MEP),32,80,168943
2015,Médecins généralistes à expertise particulière (MEP),52,72,152749
2014,Chirurgiens,76,32,214711
2022,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),24,41,196810
2019,Orthoptistes,75,33,66840
2016,Oto-rhino-laryngologistes,27,21,236997
2020,Pédicures-podologues,84,73,2166
2021,Pneumologues,11,93,314210
2014,Ensemble des médecins,93,04,167498
2022,Pneumologues,53,56,207326
2020,Ensemble des médecins spécialistes (hors généralistes),53,35,290551
2011,Radiothérapeutes,84,43,0
2018,Ensemble des auxiliaires médicaux,76,46,71413
2021,Orthoptistes,11,78,59591
2022,Néphrologues,53,35,0
2016,Orthophonistes,93,13,58189
2022,Ensemble des médecins spécialistes (hors généralistes),24,999,358202
2016,Médecins pathologistes,84,01,0
2014,Ensemble des médecins généralistes,28,27,164677
2010,Médecins généralistes (hors médecins à expertise particulière - MEP),93,999,116454
2017,Médecins généralistes (hors médecins à expertise particulière - MEP),27,70,170810
2022,Ensemble des auxiliaires médicaux,24,18,85572
2019,Ophtalmologues,52,53,351468
2020,Médecins généralistes (hors médecins à expertise particulière - MEP),28,61,180780
2022,Cardiologues,11,95,318820
2015,Médecins généralistes à expertise particulière (MEP),11,75,91557
2014,Ensemble des chirurgiens-dentistes,84,63,109162
2012,Masseurs-kinésithérapeutes,44,88,86608
2014,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),11,999,116347
2021,Chirurgiens,1,971,287872
2015,Masseurs-kinésithérapeutes,94,2A,102351
2012,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),93,05,133576
2019,Pédiatres,11,999,134185
2010,Ensemble des auxiliaires médicaux,84,74,54534
2011,Dermatologues,76,32,186118
2015,Ensemble des médecins généralistes,28,999,155760
2015,Gynécologues médicaux et obstétriciens,24,41,210934
2016,Médecins généralistes à expertise particulière (MEP),76,66,158344
2021,Infirmiers,4,999,140644
2020,Cardiologues,2,972,391426
2011,Néphrologues,24,18,0
2013,Ensemble des médecins spécialistes (hors généralistes),44,67,231015
2011,Chirurgiens-dentistes (hors spécialistes d'orthopédie dento-faciale - ODF),76,32,102950
2018,Autres médecins,75,999,153804
2018,Oto-rhino-laryngologistes,75,79,241188
2010,Orthophonistes,76,09,47005
2011,Stomatologues,84,42,226379
2020,Chirurgiens-dentistes spécialistes d'orthopédie dento-faciale (ODF),44,68,271493
2017,Médecins généralistes à expertise particulière (MEP),84,07,164614
2017,Psychiatres,52,999,117226
2017,Médecins généralistes (hors médecins à expertise particulière - MEP),44,57,184270
2017,Ophtalmologues,84,999,322650
2011,Pédicures-podologues,75,23,425
2017,Néphrologues,32,999,381170
2012,Hépato-gastro-entérologues,84,03,220093
2011,Ophtalmologues,44,88,276126
2012,Médecins généralistes (hors médecins à expertise particulière - MEP),27,89,142885
2011,Pédiatres,44,68,148610
2014,Infirmiers,84,15,86771
2017,Radiologues,24,45,575858
2020,Radiologues,28,61,341791
2019,Rhumatologues,11,75,87267
2017,Sages-femmes,28,50,57409
